Page,Date,Time_Reported,Time_Occurred,Year,Incident_Type,Incident_Type_Clean,Location,Location_Clean,Address,Synopsis,Disposition,Report_Number,Post_ID,,,,,,,,,,,,
61,"August 9, 2023",08/10/2023 at 12:25 PM,08/09/2023 at 6:00 PM,2023,Larceny,Larceny,Cupples I,Cupples I,"Cupples Hall I, Washington University in St. Louis, MO","Complainant reported the theft of an unattended backpack from a bench outside the north door, containing his laptop and passport. Loss $1000",Inactive,230137,14363,,,,,,,,,,,,
62,"August 5, 2023",08/06/2023 at 11:43 AM,08/05/2023 at 11:00 AM,2023,Larceny,Larceny,Millbrook 2,Millbrook 2,"6926 Forest Park Pkwy, University City, MO 63130",Complainant reports the theft of a bicycle. Unknown if secured. Unknown value.,Inactive,230135,14284,,,,,,,,,,,,
62,"July 5, 2023",07/05/2023 at 4:35 PM,07/05/2023 at 4:25 PM,2023,Larceny,Larceny,Green Hall,Green Hall,"Green Hall, Washington University in St. Louis, MO",Complainant reports the theft of his bike. Loss $1150,Inactive,230125,13564,,,,,,,,,,,,
62,"May 30, 2023",05/31/2023 at 12:21 PM,05/30/2023 at 7:30 PM,2023,Larceny,Larceny,Mudd Dorm,Mudd Dorm,"Mudd Hall, Washington University in St. Louis, MO",Complainant reports the theft of his bicycle from the rack at Mudd. Loss $180,Inactive,230117,13547,,,,,,,,,,,,
62,"May 16, 2023",05/16/2023 at 6:04 PM,05/16/2023 at 5:20 PM,2023,Larceny,Larceny,Olin Library,Olin Library,"1 Brookings Dr, St. Louis, MO 63130",Complainant reported the theft of his backpack containing his laptop and iPad. Loss $3150,Cleared by arrest. Property recovered,230113,13532,,,,,,,,,,,,
62,"May 11, 2023",05/11/2023 at 9:38 PM,05/11/2023 at 12:00 AM,2023,Larceny,Larceny,Beaumont Dorm,Beaumont Dorm,"Beaumont Dorm, Washington University in St. Louis, MO","Complainant reports the theft of an unattended, unsecured, virtual reality headset from the 2nd floor common area. Loss $500",Inactive,230111,13515,,,,,,,,,,,,
62,"May 10, 2023",05/10/2023 at 10:32 PM,05/10/2023 at 9:41 PM,2023,Burglary,Burglary,Frat House 4,Fraternity Row,"Fraternity Way, St. Louis, MO 63105",Burglary occurred when suspect entered through a propped door and stole items. Items were recovered and suspect arrested.,Cleared by arrest,220110,13512,,,,,,,,,,,,
62,"May 8, 2023",05/08/2023 at 3:53 PM,05/08/2023 at 6:00 AM,2023,Larceny,Larceny,Village House,Village House,"Village House, Washington University in St. Louis, MO",Complainant inadvertently left his bookbag at in the dining area and upon his return his bag containing his laptop was missing. Loss $3500. Some items were later recovered and a suspect identified.,Cleared,230108,13508,,,,,,,,,,,,
62,"May 1, 2023",06/02/2023 at 12:34 PM,05/01/2023 at 12:34 PM,2023,Larceny,Larceny,Chiller Plant,Brauer Hall,"Brauer Hall, Washington University in St. Louis, MO",Complainant reports the theft of a bicycle from sometime in May. Loss $220,Active,230118,13545,,,,,,,,,,,,
62,"April 27, 2023",04/27/2023 at 12:12 PM,04/27/2023 at 6:05 AM,2023,Larceny,Larceny,Athletic Complex,Athletic Complex,"Athletic Complex, Washington University in St. Louis, MO",Complainants shoes were stolen at Sumers Rec Center. Loss $400. Suspect identified and shoes recovered.,Cleared,230099,13462,,,,,,,,,,,,
62,"April 26, 2023",04/28/2023 at 5:41 PM,04/26/2023 at 6:34 PM,2023,Larceny,Larceny,McMillan,McMillan Hall,"McMillan Hall, Washington University in St. Louis, MO",Complainant reported her bicycle stolen. Loss $600,Active,230103,13464,,,,,,,,,,,,
63,"April 21, 2023",04/25/2023 at 1:59 PM,04/21/2023 at 11:30 PM,2023,Larceny,Larceny,Tisch Park,Tisch Commons,"Tisch Commons, Washington University in St. Louis, MO",#7 from WashU2027 sign stolen. Suspects located and property recovered.,Cleared,230096,13460,,,,,,,,,,,,
63,"April 17, 2023",04/18/2023 at 10:54 AM,04/17/2023 at 2:50 PM,2023,Larceny,Larceny,Hurd Dorm,Hurd Dorm,"Hurd Hall, Washington University in St. Louis, MO",Unsecured bike reported missing. Loss $600,Inactive,230094,13423,,,,,,,,,,,,
63,"April 15, 2023",04/15/2023 at 2:28 AM,04/15/2023 at 2:25 AM,2023,Arson,Arson,Danforth Dorm,Danforth House,"Danforth House, Washington University in St. Louis, MO",Unknown subject set a bulletin board on fire. Fire was extinguished with a fire extinguisher.,Closed,230091,13416,,,,,,,,,,,,
63,"April 14, 2023",04/17/2023 at 12:07 PM,04/14/2023 at 2:00 PM,2023,Larceny,Larceny,Shepley Dorm,Shepley Dorm,"214-298 S Big Bend Blvd, Clayton, MO 63105",Complainant reports his bike stolen over the weekend. Loss $130,Inactive,230093,13425,,,,,,,,,,,,
63,"April 11, 2023",04/14/2023 at 10:06 PM,04/11/2023 at 12:15 AM,2023,Larceny,Larceny,Urbauer Hall,Urbauer Hall,"Urbauer Hall, Washington University in St. Louis, MO","Unattended, unsecured, iPad stolen from room 218. Loss $1000",Inactive,230090,13418,,,,,,,,,,,,
63,"April 7, 2023",04/07/2023 at 5:27 PM,04/07/2023 at 4:45 PM,2023,Larceny,Larceny,Bauer,Bauer Hall,"Bauer Hall, Washington University in St. Louis, MO","Complainant reported her unattended backpack, containing her laptop, was stolen from the 3rd floor. Loss $1101.",Active,230079,13410,,,,,,,,,,,,
63,"March 30, 2023",03/30/2023 at 7:44 PM,03/30/2023 at 11:30 AM,2023,Larceny,Larceny,Hillman Hall,Hillman Hall,"Hillman Hall, Washington University in St. Louis, MO",Complainant reported the theft of a wallet after it fell out of his pocket. Loss $102,Closed,230069,13399,,,,,,,,,,,,
63,"March 23, 2023",03/23/2023 at 8:46 PM,03/23/2023 at 8:42 PM,2023,Assault 3rd,Assault,Zetcher Loading Dock,Zetcher House,"Zetcher House, Washington University in St. Louis, MO",Altercation between two Bon Appetite employees. No injuries,Closed,230063,13371,,,,,,,,,,,,
63,"March 6, 2023",03/06/2023 at 2:44 PM,03/06/2023 at 1:40 PM,2023,Shoplifting,Shoplifting,Schnuck Pavilion,Schnuck Pavilion,"Schnucks Pavilion, Washington University in St. Louis, MO",Subject stole food without paying.,Inactive,230050,13299,,,,,,,,,,,,
63,"March 3, 2023",03/16/2023 at 2:09 PM,03/03/2023 at 6:30 PM,2023,Larceny,Larceny,Bauer Hall,Bauer Hall,"Bauer Hall, Washington University in St. Louis, MO",Report of a theft of an iPad left in room 102 following an event. Loss $1299,Inactive,230054,13363,,,,,,,,,,,,
64,"March 3, 2023",03/03/2023 at 1:50 PM,03/03/2023 at 12:00 PM,2023,Larceny,Larceny,Hillman,Hillman Hall,"Hillman Hall, Washington University in St. Louis, MO",Complainants wallet was stolen from an unattended purse in room 300. Charge cards were used at the Galleria. Loss $3541,Inactive,230048,13291,,,,,,,,,,,,
64,"March 1, 2023",03/08/2023 at 8:38 PM,03/01/2023 at 10:48 PM,2023,Larceny,Larceny,Mallinckrodt,Mallinckrodt Center,"Mallinckrodt Center, Washington University in St. Louis, MO",Contractor reports the theft of a floor scrubber from the dock storage area. Loss $1800,Located-Incident Unfounded,230051,13297,,,,,,,,,,,,
64,"March 1, 2023",03/01/2023 at 10:50 AM,03/01/2023 at 8:20 AM,2023,Larceny,Larceny,Athletic Complex,Athletic Complex,"Athletic Complex, Washington University in St. Louis, MO",Unsecured bicycle stolen from the front rack Loss $800. Suspect arrested on Metro Link and bicycle recovered.,Cleared by arrest,230045,13293,,,,,,,,,,,,
64,"February 21, 2023",02/23/2023 at 4:01 PM,02/21/2023 at 5:30 PM,2023,Larceny,Larceny,Athletic Complex,Athletic Complex,"Athletic Complex, Washington University in St. Louis, MO",Complainant reports the theft of a bicycle from the AC.,Active,230041,13280,,,,,,,,,,,,
64,"February 20, 2023",02/20/2023 at 5:59 PM,02/20/2023 at 4:10 PM,2023,Larceny,Larceny,Athletic Complex,Athletic Complex,"Athletic Complex, Washington University in St. Louis, MO",Complainant reports his unsecured bicycle stolen. Loss $500,Inactive,230039,13275,,,,,,,,,,,,
64,"February 14, 2023",02/20/2023 at 9:23 PM,02/14/2023 at 2:00 PM,2023,Larceny,Larceny,Olin Library,Olin Library,"1 Brookings Dr, St. Louis, MO 63130",Complainant reports the theft of an unsecured bicycle. Loss $400,Inactive,230040,13271,,,,,,,,,,,,
64,"February 8, 2023",02/08/2023 at 5:40 PM,02/08/2023 at 4:10 PM,2023,Larceny,Larceny,Edison Theater,Edison Theater,"Edison Theater, Washington University in St. Louis, MO",Complainant reports the theft of a wallet.,Active,230033,13163,,,,,,,,,,,,
64,"January 31, 2023",02/02/2023 at 6:49 PM,01/31/2023 at 10:00 PM,2023,Larceny,Larceny,Bears Den,Bears Den,"Bears Den (Danforth University Center), Washington University in St. Louis, MO","Complainant reported that after losing his wallet, it was later found but was missing $280 in cash.",Inactive,230027,13130,,,,,,,,,,,,
64,"January 22, 2023",01/23/2023 at 2:07 PM,01/22/2023 at 2:38 AM,2023,Larceny,Larceny,Throop,Throop,"Throop Drive, Washington University in St. Louis, MO",Student stole two signs. Loss $110,Inactive,230014,12972,,,,,,,,,,,,
64,"January 15, 2023",01/17/2023 at 5:21 PM,01/15/2023 at 9:02 PM,2023,Larceny,Larceny,Eads,Eads Hall,"Eads Hall, Washington University in St. Louis, MO",Complainant reports the theft of an unsecured bicycle. Loss $200,Inactive,230011,12857,,,,,,,,,,,,
65,"January 9, 2023",01/16/2023 at 3:53 AM,01/09/2023 at 3:00 PM,2023,Larceny,Larceny,Park Dorm,Park House,"Park House, Washington University in St. Louis, MO",Complainant reports the theft of necklace that had been left in the community kitchen.,Active,230006,12881,,,,,,,,,,,,
65,"January 4, 2023",01/11/2023 at 7:44 AM,01/04/2023 at 8:00 AM,2023,Burglary,Burglary,Ridgely Hall,Ridgely Hall,"Ridgely Hall, Washington University in St. Louis, MO",Undergraduate Admissions Office reported the theft of computer equipment. Loss $7800,Inactive,230004,12833,,,,,,,,,,,,
65,"January 3, 2023",01/09/2023 at 4:17 PM,01/03/2023 at 12:19 PM,2023,Larceny,Larceny,Cupples I,Cupples I,"Cupples Hall I, Washington University in St. Louis, MO",Complainant reports the theft of a Fedex delivery. Loss $674,Unfounded. Property located.,230002,12839,,,,,,,,,,,,
65,"December 19, 2022",01/16/2023 at 11:24 PM,12/19/2022 at 10:00 AM,2022,Larceny,Larceny,AB Law,Anheuser-Busch Hall,"Anheuser-Busch Hall (Law School), Washington University in St. Louis, MO",Complainant reports the theft of a bicycle over winter break. Loss $650,Pending,230008,12875,,,,,,,,,,,,
65,"December 18, 2022",01/17/2023 at 11:55 AM,12/18/2022 at 9:50 AM,2022,Larceny,Larceny,Seigle,Seigle Hall,"Seigle Hall, Washington University in St. Louis, MO",Complainant reports the theft of their bicycle over winter break. Loss $1225,Pending,230010,12863,,,,,,,,,,,,
65,"December 17, 2022",12/17/2022 at 10:18 PM,12/17/2022 at 10:18 PM,2022,Receiving Stolen Property,Receiving Stolen Property,Forest Park Parkway,Forest Park Parkway,"Forest Park Parkway, St. Louis, MO",Subject was arrested riding a bicycle registered to a student. Bike was recovered.,Cleared by arrest,220254,12695,,,,,,,,,,,,
65,"December 17, 2022",12/17/2022 at 9:58 PM,12/17/2022 at 9:35 PM,2022,Larceny,Larceny,Green Hall,Green Hall,"Green Hall, Washington University in St. Louis, MO",Complainant reports the theft of the front wheel of his bicycle. Loss $150,Cleared by arrest,220253,12701,,,,,,,,,,,,
65,"December 13, 2022",12/13/2022 at 10:30 PM,12/13/2022 at 10:00 PM,2022,Larceny,Larceny,Simon,Simon Hall,"Simon Hall, Washington University in St. Louis, MO",Complainant reports he dropped his wallet and when recovered it was missing cash. Loss $150,Pending,220252,12707,,,,,,,,,,,,
65,"December 11, 2022",01/31/2023 at 7:04 AM,12/11/2022 at 1:00 PM,2022,Lost or Stolen,Lost or Stolen,Athletic Complex,Athletic Complex,"Athletic Complex, Washington University in St. Louis, MO",Complainant reports a class ring missing from unattended items following in the varsity practice gym. Value $700,Pending,230022,13124,,,,,,,,,,,,
65,"December 10, 2022",12/12/2022 at 11:01 AM,12/10/2022 at 3:00 AM,2022,Larceny,Larceny,Village House,Village House,"Village House, Washington University in St. Louis, MO",Student dropped iphone that was later found and not returned. Loss $900,Pending,220249,12627,,,,,,,,,,,,
66,"December 4, 2022",12/04/2022 at 9:05 PM,12/04/2022 at 7:41 PM,2022,Larceny,Larceny,Mallinckrodt,Mallinckrodt Center,"Mallinckrodt Center, Washington University in St. Louis, MO",3 unaffiliated subjects stole packages from the FedEx drop box area. Subjects were stopped and items recovered.,Cleared by arrest,220241,12639,,,,,,,,,,,,
66,"November 23, 2022",11/23/2022 at 7:05 PM,11/23/2022 at 6:50 PM,2022,Larceny,Larceny,Green Hall,Green Hall,"Green Hall, Washington University in St. Louis, MO",Unsecured bike stolen. Loss $85,Pending,220231,12495,,,,,,,,,,,,
66,"November 23, 2022",11/24/2022 at 2:00 PM,11/23/2022 at 11:00 AM,2022,Larceny,Larceny,South 40,South 40,"6618 Shepley Dr, Clayton, MO 63105",Subject reports person unknown is using his lost airpods.,Pending,220232,12507,,,,,,,,,,,,
66,"November 21, 2022",11/27/2022 at 9:05 AM,11/21/2022 at 11:00 PM,2022,Larceny,Larceny,Shepley Dorm,Shepley Dorm,"214-298 S Big Bend Blvd, Clayton, MO 63105",Complainant reports the theft of his bike. Loss $200,Pending,220233,12501,,,,,,,,,,,,
66,"November 17, 2022",12/01/2022 at 3:53 PM,11/17/2022 at 12:01 AM,2022,Larceny,Larceny,DUC,Danforth University Center,"Danforth University Center, Washington University in St. Louis, MO",Complainant reports headphones stolen from the Harvey Media Center. Loss $50,Pending,220247,12633,,,,,,,,,,,,
66,"November 6, 2022",11/07/2022 at 1:51 PM,11/06/2022 at 7:00 PM,2022,Larceny,Larceny,Lopata Hall,Lopata Hall,"Lopata Hall, Washington University in St. Louis, MO",Complainant reports unsecured bicycle stolen. Loss $450,Pending,220218,12447,,,,,,,,,,,,
66,"November 6, 2022",11/06/2022 at 7:27 PM,11/06/2022 at 4:45 PM,2022,Larceny,Larceny,Brookings Archway,Brookings Archway,"Brookings Archway, Washington University in St. Louis, MO",Unattended backpack stolen. Laptop later recovered at Olin.,Pending,220216,12453,,,,,,,,,,,,
66,"November 1, 2022",11/01/2022 at 12:28 PM,11/01/2022 at 6:15 AM,2022,Larceny,Larceny,Athletic Complex,Athletic Complex,"Athletic Complex, Washington University in St. Louis, MO",Two coaches report the theft of their wallets during practice. Office doors were left open. Loss $331,Pending,220207,12407,,,,,,,,,,,,
66,"October 31, 2022",11/03/2022 at 2:45 PM,10/31/2022 at 7:30 PM,2022,Larceny,Larceny,South Campus,South Campus,"6501 Clayton Rd, Clayton, MO 63117",Complainant reports the theft of sports equipment. Loss $1000,Pending,220210,12459,,,,,,,,,,,,
66,"October 31, 2022",11/01/2022 at 5:36 PM,10/31/2022 at 3:30 PM,2022,Larceny,Larceny,Dauten,Dauten Dorm,"Dauten Hall, Washington University in St. Louis, MO",Complainant reports unsecured bicycle stolen. Loss $120,Pending,220208,12401,,,,,,,,,,,,
67,"October 15, 2022",10/16/2022 at 12:13 PM,10/15/2022 at 4:15 PM,2022,Burglary,Burglary,Mildred Lane Kemper Art,Mildred Lane Kemper Art,"Kemper Art Museum, Washington University in St. Louis, MO",Suspect broke into the building stealing electronics and other misc. items. Loss $975,Pending,220198,12128,,,,,,,,,,,,
67,"October 15, 2022",10/15/2022 at 1:36 PM,10/15/2022 at 12:00 PM,2022,Larceny,Larceny,Holmes Lounge,Holmes Lounge,"Holmes Lounge, Washington University in St. Louis, MO",Complainant reports the theft of an unattended backpack. Loss $1700,Pending,220197,12134,,,,,,,,,,,,
67,"October 8, 2022",10/08/2022 at 9:30 PM,10/08/2022 at 9:25 PM,2022,Larceny,Larceny,AC,Athletic Complex,"Athletic Complex, Washington University in St. Louis, MO",Juvenile arrested for bike theft.,Cleared by arrest,220188,12097,,,,,,,,,,,,
67,"October 3, 2022",10/03/2022 at 8:02 AM,10/03/2022 at 7:37 AM,2022,Larceny,Larceny,AC,Athletic Complex,"Athletic Complex, Washington University in St. Louis, MO",Unsecured bicycle stolen. Loss $1700,Pending,220179,12061,,,,,,,,,,,,
67,"October 1, 2022",10/03/2022 at 5:18 PM,10/01/2022 at 3:00 PM,2022,Larceny,Larceny,Bears Den,Bears Den,"Bears Den (Danforth University Center), Washington University in St. Louis, MO",Dining Services reports a theft from their employee locker room. Loss $75,Pending,220180,12055,,,,,,,,,,,,
67,"September 30, 2022",10/02/2022 at 9:14 AM,09/30/2022 at 6:30 AM,2022,Larceny,Larceny,AC,Athletic Complex,"Athletic Complex, Washington University in St. Louis, MO",Unsecured bicycle stolen. Loss $100,Pending,220178,12067,,,,,,,,,,,,
67,"September 27, 2022",09/28/2022 at 3:49 PM,09/27/2022 at 10:00 PM,2022,Larceny,Larceny,Frat 2,Fraternity House 2,"2 Fraternity Way, St. Louis, MO 63105",Complainant reported the theft of a bicycle overnight. Loss $625,Pending,220175,12007,,,,,,,,,,,,
67,"September 21, 2022",09/21/2022 at 7:32 PM,09/21/2022 at 7:00 PM,2022,Larceny,Larceny,Olin Library,Olin Library,"1 Brookings Dr, St. Louis, MO 63130",Complainant reports the theft of an unattended bag containing laptop and car keys. Loss $1493,Pending,220167,11947,,,,,,,,,,,,
67,"September 11, 2022",09/11/2022 at 11:44 AM,09/11/2022 at 10:30 AM,2022,Larceny,Larceny,Simon,Simon Hall,"Simon Hall, Washington University in St. Louis, MO",Complainant reported the theft of two charges left unattended in the hallway. Loss $140,Pending,220157,11830,,,,,,,,,,,,
67,"September 7, 2022",09/07/2022 at 7:52 PM,09/07/2022 at 7:30 PM,2022,Larceny,Larceny,Olin Library,Olin Library,"1 Brookings Dr, St. Louis, MO 63130",Complainant reports the theft of an unattended laptop for the southeast corner of the 3rd floor. Loss $1399,Pending,220155,11836,,,,,,,,,,,,
68,"September 7, 2022",09/07/2022 at 6:05 PM,09/07/2022 at 5:45 PM,2022,Larceny,Larceny,Olin Library,Olin Library,"1 Brookings Dr, St. Louis, MO 63130",Complainant reports the theft of an unattended purse. Loss $350,Pending,220154,11842,,,,,,,,,,,,
68,"September 3, 2022",09/05/2022 at 3:43 PM,09/03/2022 at 3:00 PM,2022,Larceny,Larceny,Frat House 6,Frat House 6,"6 Fraternity Way, St. Louis, MO 63105",Complainant reports the theft of a recruitment banner from the east side exterior wall of the building. Loss $31.00,Pending,220151,11848,,,,,,,,,,,,
68,"September 1, 2022",01/17/2023 at 9:46 AM,09/01/2022 at 9:00 AM,2022,Larceny,Larceny,Green Hall,Green Hall,"Green Hall, Washington University in St. Louis, MO",Complainant reports the theft of a bicycle over a long period of time. Loss $272,Pending,230009,12869,,,,,,,,,,,,
68,"August 20, 2022",08/20/2022 at 3:29 PM,08/20/2022 at 10:00 AM,2022,Larceny,Larceny,Bauer,Bauer Hall,"Bauer Hall, Washington University in St. Louis, MO",Complainant reports the theft of a bicycle. Loss $400,Pending,220140,11647,,,,,,,,,,,,
68,"August 18, 2022",08/18/2022 at 5:07 PM,08/18/2022 at 8:00 AM,2022,Larceny,Larceny,Whitaker,Whitaker Hall,"Whitaker Hall, Washington University in St. Louis, MO",Complainant reports the theft of a bicycle. Loss $500,Pending,220138,11653,,,,,,,,,,,,
68,"August 15, 2022",08/15/2022 at 4:43 PM,08/15/2022 at 8:30 AM,2022,Larceny,Larceny,Millbrook Garage,Millbrook Garage,"Millbrook Garage, Washington University in St. Louis, MO",Complainant reports the theft of his bike. Loss $200,Pending,220137,11602,,,,,,,,,,,,
